itemcode,division,revenue_type,status,jobcode,customer_segment,manufacturing_type,productID,typeOfSale,forecast_date,createDate,PODate,cost,qty
VT-F-99-010820,PEM107,Omni Channel,Actual,VT250013,,MTS,P45997,Sale,2025-07-04,2025-05-27,2025-05-27,240195.62,7.0
VT-F-99-010303,PEM107,Omni Channel,Actual,VT250066 ,Contractor,MTS,P51638,Sale,2025-06-24,2025-05-28,2025-05-28,20502.78,2.0
CT-F-99-020703,PEM107,Omni Channel,Actual,CT250147,Contractor,MTO,P46092,Sale,2025-06-24,2025-05-28,2025-05-28,16109.08,2.0
VT-F-99-010303,PEM107,Omni Channel,Actual,VT250077,Contractor,MTS,P51638,Sale,2025-06-24,2025-05-28,2025-05-28,61508.34,6.0
CT-F-99-020701,PEM107,Omni Channel,Actual,CT250148,Contractor,MTO,P46090,Sale,2025-06-24,2025-05-28,2025-05-28,31939.56,4.0
CT-F-99-020702,PEM107,Omni Channel,Actual,CT250149,Contractor,MTO,P46091,Sale,2025-06-24,2025-05-28,2025-05-28,15944.86,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250043,Contractor,MTS,P45906,Sale,2025-06-19,2025-05-28,2025-05-28,20333.11,1.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT250060,Contractor,MTS,P46074,Sale,2025-06-19,2025-05-28,2025-05-28,22471.77,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,Contractor,MTS,P45906,Sale,2025-06-26,2025-05-28,2025-05-28,121998.66,6.0
CT-F-99-020506,PEM107,Omni Channel,Actual,"CT250096,CT250120",Contractor,MTS,P46073,Sale,2025-06-26,2025-05-28,2025-05-28,134305.56,18.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250095,Contractor,MTS,P46072,Sale,2025-06-26,2025-05-28,2025-05-28,21966.72,3.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT250018,Contractor,MTS,P46038,Sale,2025-06-26,2025-05-28,2025-05-28,51066.54,2.0
CT-F-99-020705,PEM107,Omni Channel,Actual,CT250150,Contractor,MTO,P46094,Sale,2025-06-26,2025-05-28,2025-05-28,24132.84,3.0
CT-F-99-020704,PEM107,Omni Channel,Actual,CT250151,Contractor,MTO,P46093,Sale,2025-06-26,2025-05-28,2025-05-28,24199.74,3.0
CT-F-99-020510,PEM107,Omni Channel,Actual,CT250065,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P46076,Sale,2025-06-17,2025-05-29,2025-05-29,17584.32,2.0
CT-F-99-020511,PEM107,Omni Channel,Actual,CT250108,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P46077,Sale,2025-06-17,2025-05-29,2025-05-29,17602.42,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250064,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P47174,Sale,2025-06-17,2025-05-29,2025-05-29,33056.12,4.0
RS-F-99-010124,PEM107,Omni Channel,Actual,RS250212,Contractor,MTO,P46978,Sale,2025-08-21,2025-05-29,2025-05-29,18759.46,2.0
VT-F-99-010722,PEM107,Omni Channel,Actual,VT250061,Dealer,MTS,P45848,Sale,2025-06-30,2025-05-29,2025-05-29,54081.78,2.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT250062,Contractor,MTS,P46069,Sale,2025-06-06,2025-05-30,2025-05-30,14521.1,2.0
CT-F-99-020501,PEM107,Omni Channel,Actual,CT250018,Contractor,MTS,P46123,Sale,2025-06-06,2025-05-30,2025-05-30,14227.62,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,Contractor,MTS,P47174,Sale,2025-06-06,2025-05-30,2025-05-30,16528.06,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,Contractor,MTS,P47174,Sale,2025-06-06,2025-05-30,2025-05-30,16528.06,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250105,Contractor,MTS,P45906,Sale,2025-08-29,2025-05-30,2025-05-30,20333.11,1.0
CT-F-99-020528,PEM107,Omni Channel,Actual,CT250180,Contractor,MTS,P45962,Sale,2025-08-29,2025-05-30,2025-05-30,51237.24,3.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250026,Contractor,MTS,P47174,Sale,2025-06-02,2025-05-30,2025-05-30,16528.06,2.0
CT-F-99-020503,PEM107,Omni Channel,Actual,CT250003,Contractor,MTS,P46070,Sale,2025-06-02,2025-05-30,2025-05-30,14664.44,2.0
VT-F-99-010820,PCE101,Omni Channel,Actual,J25083,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคใต้),MTS,P45997,Sale,2025-07-02,2025-05-30,2025-05-30,401016.0,7.0
CT-F-99-020524,PEM107,Omni Channel,Actual,CT250097,Contractor,MTS,P45905,Sale,2025-06-17,2025-05-30,2025-05-30,47029.2,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,Contractor,MTS,P45906,Sale,2025-06-17,2025-05-30,2025-05-30,20333.11,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,Contractor,MTS,P45906,Sale,2025-06-13,2025-05-30,2025-05-30,20333.11,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250094,Contractor,MTS,P46071,Sale,2025-06-13,2025-05-30,2025-05-30,21996.66,3.0
CT-F-99-020511,PEM107,Omni Channel,Actual,CT250021,Contractor,MTS,P46077,Sale,2025-06-06,2025-05-30,2025-05-30,17602.42,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,Contractor,MTS,P45906,Sale,2025-06-02,2025-06-02,2025-06-02,20333.11,1.0
CT-F-99-020525,PEM107,Omni Channel,Actual,CT250075,Contractor,MTS,P45923,Sale,2025-06-02,2025-06-02,2025-06-02,46757.58,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250097,Factory,MTS,P45906,Sale,2026-02-27,2025-06-02,2025-06-02,20333.11,1.0
CT-F-99-020532,PEM107,Omni Channel,Actual,CT250154,Factory,MTO,P46031,Sale,2026-02-27,2025-06-02,2025-06-02,57149.91,3.0
CT-F-99-020513,PEM107,Omni Channel,Actual,CT250153,Factory,MTO,P46079,Sale,2026-02-27,2025-06-02,2025-06-02,85203.0,9.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250097,Contractor,MTS,P45906,Sale,2025-08-06,2025-06-02,2025-06-02,20333.11,1.0
CT-F-99-020528,PEM107,Omni Channel,Actual,CT250113,Contractor,MTS,P45962,Sale,2025-08-06,2025-06-02,2025-06-02,51237.24,3.0
VT-F-99-010302,PPS,Tendering,Actual,CTR-2025-02834,Local Utility,MTO,P46715,Sale,2025-07-18,2025-06-02,2025-06-02,309771.0,9.0
VT-F-99-010303,PEM107,Omni Channel,Actual,VT250087,Contractor,MTS,P51638,Sale,2025-06-30,2025-06-04,2025-06-04,20502.78,2.0
CT-F-99-020702,PEM107,Omni Channel,Actual,CT250155,Contractor,MTO,P46091,Sale,2025-06-30,2025-06-04,2025-06-04,15944.86,2.0
VT-F-99-010715,PEM107,Omni Channel,Actual,VT240191,Contractor,MTS,P46029,Sale,2026-03-17,2025-06-04,2025-06-04,19790.51,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250096,Contractor,MTS,P46073,Sale,2026-03-17,2025-06-04,2025-06-04,22384.26,3.0
CT-F-99-020525,PEM107,Omni Channel,Actual,CT250075,Contractor,MTS,P45923,Sale,2025-06-17,2025-06-04,2025-06-04,46757.58,3.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250096,,MTS,P46073,Sale,2025-06-06,2025-06-04,2025-06-04,20244.93,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,End User,MTS,P45906,Sale,2025-06-16,2025-06-04,2025-06-04,20333.11,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250069,End User,MTS,P46075,Sale,2025-06-16,2025-06-04,2025-06-04,25819.05,3.0
VT-F-99-010303,PEM107,Omni Channel,Actual,VT250087,Contractor,MTS,P51638,Sale,2025-06-26,2025-06-05,2025-06-05,20502.78,2.0
CT-F-99-020502,PEM107,Omni Channel,Actual,"CT250019,CT250062",Contractor,MTS,P46069,Sale,2025-07-08,2025-06-05,2025-06-05,65344.95,9.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054,Contractor,MTS,P45906,Sale,2025-07-08,2025-06-05,2025-06-05,60999.33,3.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT250062,Contractor,MTS,P46069,Sale,2025-07-01,2025-06-05,2025-06-05,43563.3,6.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,Contractor,MTS,P45906,Sale,2025-07-01,2025-06-05,2025-06-05,40666.22,2.0
CT-F-99-020702,PEM107,Omni Channel,Actual,CT250155,Contractor,MTS,P46091,Sale,2025-07-04,2025-06-05,2025-06-05,23917.29,3.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT250094,Contractor,MTS,P46038,Sale,2025-07-04,2025-06-05,2025-06-05,25533.27,1.0
CT-F-99-020702,PEM107,Omni Channel,Actual,CT250155,Contractor,MTO,P46091,Sale,2025-07-04,2025-06-05,2025-06-05,47834.58,6.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT250018,Contractor,MTS,P46038,Sale,2025-07-04,2025-06-05,2025-06-05,51066.54,2.0
VT-F-99-010202,PEM107,Tendering,Actual,VT250044,Inside Group,MTO,P45854,Sale,2025-07-18,2025-06-05,2025-06-05,162201.76,17.0
VT-F-99-010302,PEM107,Tendering,Actual,VT250045,Inside Group,MTO,P46715,Sale,2025-07-18,2025-06-05,2025-06-05,103158.9,9.0
RS-F-99-070006,PEM107,Omni Channel,Actual,RS250215,Inside Group,MTO,P45676,Sale,2025-06-30,2025-06-05,2025-06-05,97776.0,300.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250121,Smart Shop,MTS,P46071,Sale,2025-06-09,2025-06-05,2025-06-05,21996.66,3.0
VT-F-99-010715,PEM107,Omni Channel,Actual,VT240191,Smart Shop,MTS,P46029,Sale,2025-06-09,2025-06-05,2025-06-05,19790.51,1.0
CT-F-99-020504,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P46071,Sale,2025-08-20,2025-06-06,2025-06-06,37880.0,4.0
CT-F-99-020505,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P46072,Sale,2025-08-20,2025-06-06,2025-06-06,38400.0,4.0
RS-F-99-070006,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P45676,Sale,2025-11-17,2025-06-06,2025-06-06,153000.0,300.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT250018,private company,MTS,P46038,Sale,2025-07-25,2025-06-06,2025-06-06,25533.27,1.0
CT-F-99-020706,PEM107,Omni Channel,Actual,CT250158,private company,MTS,P46095,Sale,2025-07-25,2025-06-06,2025-06-06,23751.6,3.0
VT-F-99-010715,PEM107,Omni Channel,Actual,VT240191,Contractor,MTS,P46029,Sale,2025-07-18,2025-06-09,2025-06-09,19790.51,1.0
CT-F-99-020503,PEM107,Omni Channel,Actual,CT250003,Contractor,MTS,P46070,Sale,2025-07-18,2025-06-09,2025-06-09,21996.66,3.0
CT-F-99-020709,PEM107,Omni Channel,Actual,CT250161,,MTO,P46098,Sale,2025-07-25,2025-06-09,2025-06-09,28580.49,3.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250069,private company,MTS,P46075,Sale,2025-06-18,2025-06-09,2025-06-09,24789.39,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,LB250089 VT250086,,MTS,P45906,Sale,2025-07-25,2025-06-09,2025-06-09,18099.94,1.0
CT-F-99-020510,PEM107,Omni Channel,Actual,LB250089 CT250065,,MTS,P46076,Sale,2025-07-25,2025-06-09,2025-06-09,26328.0,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,private company,MTS,P45906,Sale,2025-07-03,2025-06-09,2025-06-09,18099.94,1.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT250060,private company,MTS,P46074,Sale,2025-07-03,2025-06-09,2025-06-09,21418.62,3.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250109,การไฟฟ้าส่วนภูมิภาค เขต 3 (ภาคตะวันออกเฉียงเหนือ),MTS,P46075,Sale,2025-06-17,2025-04-21,2025-04-21,34425.4,4.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250059,Contractor,MTS,P46073,Sale,2025-06-10,2025-06-09,2025-06-09,7461.42,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,Smart Shop,MTS,P45906,Sale,2025-06-20,2025-06-09,2025-06-09,20333.11,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250069,Smart Shop,MTS,P46075,Sale,2025-06-20,2025-06-09,2025-06-09,25819.05,3.0
VT-F-99-010722,PEM107,Omni Channel,Actual,VT250084,การไฟฟ้าส่วนภูมิภาค เขต 1 (ภาคใต้),MTS,P45848,Sale,2025-07-15,2025-06-10,2025-06-10,27040.89,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250162,Contractor,MTS,P46073,Sale,2025-08-29,2025-06-10,2025-06-10,22384.26,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250105,Contractor,MTS,P45906,Sale,2025-08-29,2025-06-10,2025-06-10,20333.11,1.0
CT-F-99-020527,PEM107,Omni Channel,Actual,CT250146,Contractor,MTS,P45922,Sale,2025-06-13,2025-06-10,2025-06-10,31359.62,2.0
CT-F-99-020527,PEM107,Omni Channel,Actual,CT250146,Contractor,MTS,P46935,Sale,2025-07-09,2025-06-10,2025-06-10,47039.43,3.0
RS-F-99-010129,PEM107,Omni Channel,Actual,RS250230,Smart Shop,MTO,P52003,Sale,2025-07-09,2025-06-10,2025-06-10,18913.0,2.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250096,Contractor,MTS,P46073,Sale,2025-06-12,2025-06-10,2025-06-10,14922.84,2.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250045,Contractor,MTS,P46072,Sale,2025-07-09,2025-06-10,2025-06-10,21966.72,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,Contractor,MTS,P45906,Sale,2025-07-09,2025-06-10,2025-06-10,20333.11,1.0
VT-F-99-010209,PEM107,Omni Channel,Actual,VT250095,Contractor,MTO,P45569,Sale,2025-06-12,2025-06-10,2025-06-10,16567.8,2.0
RS-F-99-070003,PEM107,Omni Channel,Actual,RS250217,Cambodia,MTO,P45536,Sale,2025-07-07,2025-06-11,2025-06-11,20684.4,60.0
RS-F-99-070005,PEM107,Omni Channel,Actual,RS250218,Cambodia,MTO,P46105,Sale,2025-07-07,2025-06-11,2025-06-11,9526.8,30.0
RS-F-99-070002,PEM107,Omni Channel,Actual,RS240308,Cambodia,MTO,P46106,Sale,2025-07-07,2025-06-11,2025-06-11,23962.2,60.0
RS-F-99-041010,PEM107,Omni Channel,Actual,RS250219,Cambodia,MTO,P48851,Sale,2025-07-07,2025-06-11,2025-06-11,58621.74,6.0
RS-F-99-070006,PEM107,Omni Channel,Actual,RS250232,Inside Group,MTO,P45676,Sale,2025-11-28,2025-06-11,2025-06-11,97776.0,300.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250165,Inside Group,MTO,P46071,Sale,2025-08-29,2025-06-11,2025-06-11,29328.88,4.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250166,Inside Group,MTO,P46072,Sale,2025-08-29,2025-06-11,2025-06-11,29288.96,4.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250054 ,Contractor,MTS,P45906,Sale,2025-06-19,2025-06-11,2025-06-11,20333.11,1.0
VT-F-99-010722,PEM107,Omni Channel,Actual,VT250084,Inside Group,MTS,P45848,Sale,2025-07-07,2025-06-11,2025-06-11,27040.89,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250096,Contractor,MTS,P46073,Sale,2025-06-13,2025-06-12,2025-06-12,22384.26,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250086,Smart Shop,MTS,P45906,Sale,2025-07-07,2025-06-12,2025-06-12,20333.11,1.0
CT-F-99-020530,PEM107,Omni Channel,Actual,CT250114,Smart Shop,MTS,P45966,Sale,2025-07-07,2025-06-12,2025-06-12,50750.64,3.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT250018,Smart Shop,MTS,P46038,Sale,2025-07-15,2025-06-12,2025-06-12,25533.27,1.0
CT-F-99-020722,PEM107,Omni Channel,Actual,CT250167,Smart Shop,MTO,P46605,Sale,2025-07-15,2025-06-12,2025-06-12,47087.64,3.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT250018,,MTS,P46038,Sale,2025-06-19,2025-06-12,2025-06-12,25533.27,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250086,Factory,MTS,P45906,Sale,2025-07-03,2025-06-13,2025-06-13,40666.22,2.0
CT-F-99-020526,PEM107,Omni Channel,Actual,CT250055,Factory,MTS,P45936,Sale,2025-07-03,2025-06-13,2025-06-13,103633.68,6.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250086,Contractor,MTO,P45906,Sale,2025-07-31,2025-06-16,2025-06-16,18099.94,1.0
RS-F-99-100001,PEM107,Omni Channel,Actual,RS250234,Contractor,MTO,P51328,Sale,2025-07-31,2025-06-16,2025-06-16,77793.36,6.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250121,Contractor,MTS,P46071,Sale,2025-06-30,2025-06-16,2025-06-16,21996.66,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,Contractor,MTS,P45906,Sale,2025-06-30,2025-06-16,2025-06-16,20333.11,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,Contractor,MTS,P45906,Sale,2025-06-20,2025-06-16,2025-06-16,20333.11,1.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT250060,Contractor,MTS,P46074,Sale,2025-06-20,2025-06-16,2025-06-16,22471.77,3.0
CT-F-99-020503,PEM107,Omni Channel,Actual,CT250003,Contractor,MTS,P46070,Sale,2025-06-18,2025-06-16,2025-06-16,21996.66,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,Contractor,MTS,P45906,Sale,2025-06-18,2025-06-16,2025-06-16,20333.11,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,"CT250059,CT250096",Main Contractor,MTS,P46073,Sale,2025-06-18,2025-06-16,2025-06-16,14922.84,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,End User,MTS,P45906,Sale,2025-06-20,2025-06-17,2025-06-17,20333.11,1.0
CT-F-99-020510,PEM107,Omni Channel,Actual,CT250065,End User,MTS,P46076,Sale,2025-06-20,2025-06-17,2025-06-17,26376.48,3.0
CT-F-99-020524,PEM107,Omni Channel,Actual,CT250097,private company,MTS,P45905,Sale,2025-06-20,2025-06-17,2025-06-17,47029.2,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,private company,MTS,P45906,Sale,2025-06-20,2025-06-17,2025-06-17,20333.11,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250121,Contractor,MTS,P46071,Sale,2025-06-18,2025-06-18,2025-06-18,21996.66,3.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250121,Contractor,MTS,P46071,Sale,2025-06-24,2025-06-18,2025-06-18,21996.66,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,Contractor,MTS,P45906,Sale,2025-06-24,2025-06-18,2025-06-18,20333.11,1.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT250018,Smart Shop,MTS,P46038,Sale,2025-07-17,2025-06-18,2025-06-18,25533.27,1.0
CT-F-99-020725,PEM107,Omni Channel,Actual,CT250169,Smart Shop,MTO,P46697,Sale,2025-07-17,2025-06-18,2025-06-18,49515.66,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,Contractor,MTS,P45906,Sale,2025-07-03,2025-06-20,2025-06-20,20333.11,1.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250045,Contractor,MTS,P46072,Sale,2025-07-03,2025-06-20,2025-06-20,21966.72,3.0
CT-F-99-020527,PEM107,Omni Channel,Actual,CT250072,Smart Shop,MTS,P45922,Sale,2025-06-25,2025-06-20,2025-06-20,47039.43,3.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT240138,Contractor / Private / End user,MTO,P47174,Sale,2025-11-21,2024-08-21,2024-08-21,441972.5,50.0
CT-F-99-020511,PEM107,Omni Channel,Actual,CT250122,Contractor,MTS,P46077,Sale,2025-06-25,2025-06-23,2025-06-23,17602.42,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,Contractor,MTS,P47174,Sale,2025-06-25,2025-06-23,2025-06-23,16528.06,2.0
CT-F-99-020511,PEM107,Omni Channel,Actual,CT250122,Contractor,MTS,P46077,Sale,2025-06-25,2025-06-23,2025-06-23,17602.42,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,Contractor,MTS,P47174,Sale,2025-06-25,2025-06-23,2025-06-23,16528.06,2.0
VT-F-99-010203,PPD101,Omni Channel,Actual,,Foreign Industry,MTO,P3555,Sale,2025-11-17,2024-08-14,2024-08-14,826200.0,68.0
VT-F-99-010715,PEM107,Omni Channel,Actual,VT240191,Contractor,MTS,P46029,Sale,2025-08-20,2025-06-24,2025-06-24,19790.51,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250120,Contractor,MTS,P46073,Sale,2025-08-20,2025-06-24,2025-06-24,22384.26,3.0
RS-F-99-070006,PDEMO,Omni Channel,Actual,,Foreign Industry,MTO,P45676,Sale,2025-08-20,2025-05-27,2025-05-27,100980.0,198.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250026,Smart Shop,MTS,P47174,Sale,2025-07-15,2025-06-24,2025-06-24,16528.06,2.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250008,Smart Shop,MTS,P46075,Sale,2025-07-15,2025-06-24,2025-06-24,17212.7,2.0
CT-F-99-020501,PDEMO,Omni Channel,Actual,,Foreign Industry,,P46123,Sale,2025-08-20,2025-03-24,2025-03-24,465000.0,50.0
RS-F-99-120006,PEM107,Omni Channel,Actual,RS250254,Smart Shop,MTO,P51953,Sale,2025-08-07,2025-06-25,2025-06-25,46010.12,2.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT250141,Smart Shop,MTS,P46072,Sale,2025-06-25,2025-06-25,2025-06-25,14644.48,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250059,Smart Shop,MTS,P45906,Sale,2025-07-14,2025-06-25,2025-06-25,20333.11,1.0
CT-F-99-020511,PEM107,Omni Channel,Actual,CT250021,Smart Shop,MTS,P46077,Sale,2025-07-14,2025-06-25,2025-06-25,26403.63,3.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT250018,Contractor,MTS,P46038,Sale,2025-07-15,2025-06-25,2025-06-25,25533.27,1.0
CT-F-99-020709,PEM107,Omni Channel,Actual,CT250172,Contractor,MTO,P46098,Sale,2025-07-15,2025-06-25,2025-06-25,28348.95,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250086,Contractor,MTS,P45906,Sale,2025-07-03,2025-06-25,2025-06-25,20333.11,1.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250026,Contractor,MTS,P47174,Sale,2025-07-14,2025-06-25,2025-06-25,16528.06,2.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250162,Contractor,MTS,P46073,Sale,2025-07-14,2025-06-25,2025-06-25,14922.84,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,Cambodia,MTS,P47174,Sale,2025-07-07,2025-06-26,2025-06-26,8264.03,1.0
RS-F-99-090026,PEM107,Omni Channel,Actual,RS250255,End User,MTO,P47270,Sale,2025-07-07,2025-06-26,2025-06-26,25840.92,12.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250086,Smart Shop,MTS,P45906,Sale,2025-07-04,2025-06-27,2025-06-27,20333.11,1.0
CT-F-99-020528,PEM107,Omni Channel,Actual,CT250113,Smart Shop,MTS,P45962,Sale,2025-07-04,2025-06-27,2025-06-27,51237.24,3.0
CT-F-99-020527,PEM107,Omni Channel,Actual,CT250146,Contractor,MTS,P46935,Sale,2025-06-27,2025-06-27,2025-06-27,47039.43,3.0
RS-F-99-041006,PEM107,Omni Channel,Actual,RS250253,Smart Shop,MTO,P51318,Sale,2025-08-07,2025-06-25,2025-06-25,20032.26,2.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT250058,Factory,MTS,P46071,Sale,2025-07-25,2025-06-30,2025-06-30,14664.44,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,Factory,MTS,P47174,Sale,2025-07-25,2025-06-30,2025-06-30,16528.06,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250097,Contractor,MTS,P45906,Sale,2025-08-29,2025-07-01,2025-07-01,20333.11,1.0
VT-F-99-010701,PEM107,Omni Channel,Actual,VT250062,Contractor,MTS,P46255,Sale,2025-07-04,2025-07-01,2025-07-01,20503.23,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT250128,Contractor,MTS,P46075,Sale,2025-07-15,2025-07-01,2025-07-01,25819.05,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250086,Contractor,MTS,P45906,Sale,2025-07-15,2025-07-01,2025-07-01,20333.11,1.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT250144,Contractor,MTS,P46069,Sale,2025-08-07,2025-07-01,2025-07-01,21781.65,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250086 ,Contractor,MTS,P45906,Sale,2025-08-07,2025-07-01,2025-07-01,20333.11,1.0
VT-F-99-010715,PEM107,Omni Channel,Actual,VT250093,End User,MTS,P46029,Sale,2025-07-28,2025-06-30,2025-06-30,19790.51,1.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT250031,End User,MTS,P47174,Sale,2025-07-07,2025-07-02,2025-07-02,16528.06,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250083,End User,MTS,P45906,Sale,2025-07-08,2025-07-02,2025-07-02,40666.22,2.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT250060,End User,MTS,P46074,Sale,2025-07-08,2025-07-02,2025-07-02,22471.77,3.0
CT-F-99-020509,PEM107,Omni Channel,Actual,CT250178,End User,MTS,P51627,Sale,2025-07-08,2025-07-02,2025-07-02,26658.3,3.0
CT-F-99-020526,PEM107,Omni Channel,Actual,CT250168,Contractor,MTS,P45936,Sale,2025-08-29,2025-04-22,2025-04-22,51816.84,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250086,End User,MTS,P45906,Sale,2025-07-04,2025-07-03,2025-07-03,20333.11,1.0
CT-F-99-020528,PEM107,Omni Channel,Actual,CT250157 ,End User,MTS,P45962,Sale,2025-07-04,2025-07-03,2025-07-03,51237.24,3.0
CT-F-99-020524,PEM107,Omni Channel,Actual,CT250152,Contractor,MTS,P45905,Sale,2025-07-25,2025-07-03,2025-07-03,47029.2,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250086,Contractor,MTS,P45906,Sale,2025-07-25,2025-07-03,2025-07-03,20333.11,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT250086,,MTS,P45906,Sale,2025-07-09,2025-07-03,2025-07-03,18063.45,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT250120,,MTS,P46073,Sale,2025-07-09,2025-07-03,2025-07-03,21175.29,3.0
