itemcode,division,revenue_type,status,jobcode,customer_segment,manufacturing_type,productID,typeOfSale,forecast_date,createDate,PODate,cost,qty
CT-F-99-020504,PPS,Tendering,Actual,CTR-2026-02687,Local Utility,MTO,P46071,Sale,2026-08-21,2026-05-14,2026-05-14,2269968.0,228.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260086,Contractor,MTS,P46073,Sale,2026-05-15,2026-05-14,2026-05-14,15068.36,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-05-15,2026-05-14,2026-05-14,18281.12,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,,MTS,P45906,Sale,2026-07-17,2026-05-15,2026-05-15,18063.45,1.0
CT-F-99-020530,PEM107,Omni Channel,Actual,CT260106 ,,MTS,P45966,Sale,2026-07-17,2026-05-15,2026-05-15,57163.17,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,private company,MTS,P45906,Sale,2026-06-24,2026-05-15,2026-05-15,18063.45,1.0
CT-F-99-020531,PEM107,Omni Channel,Actual,CT250313,private company,MTS,P46162,Sale,2026-06-24,2026-05-15,2026-05-15,52363.17,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,private company,MTS,P45906,Sale,2026-06-24,2026-05-15,2026-05-15,18063.45,1.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT260072,private company,MTS,P46072,Sale,2026-06-24,2026-05-15,2026-05-15,23083.83,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-07-31,2026-05-15,2026-05-15,18282.0,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260087,Smart Shop,MTS,P46071,Sale,2026-05-21,2026-05-18,2026-05-18,21308.0,3.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT260144,Foreign Industry,MTO,P46069,Sale,2026-09-10,2026-05-18,2026-05-18,118713.6,16.0
CT-F-99-020505,PEM107,Omni Channel,MPS,CT260146,Foreign Industry,MTO,P46072,Sale,2026-10-20,2026-05-18,2026-05-18,46167.66,6.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260147,Foreign Industry,MTO,P46073,Sale,2026-08-06,2026-05-18,2026-05-18,30136.72,4.0
CT-F-99-020501,PEM107,Omni Channel,MPS,CT260143,Foreign Industry,MTO,P46123,Sale,2026-10-15,2026-05-18,2026-05-18,593568.0,80.0
VT-F-99-010203,PEM107,Omni Channel,MPS,VT260072,Foreign Industry,MTO,P47174,Sale,2026-10-15,2026-05-18,2026-05-18,971272.0,100.0
VT-F-99-010616,PEM107,Omni Channel,MPS,VT260071,Foreign Industry,MTO,P51700,Sale,2026-10-15,2026-05-18,2026-05-18,147191.4,15.0
CT-F-99-020514,PEM107,Omni Channel,Actual,CT260145,Foreign Industry,MTO,P51982,Sale,2026-09-10,2026-05-18,2026-05-18,133552.8,18.0
VT-F-99-010202,PEM107,Omni Channel,Actual,VT260034,Cambodia,MTS,P45854,Sale,2026-06-26,2026-05-18,2026-05-18,97629.1,10.0
RS-F-99-041033,PEM107,Omni Channel,Actual,RS260157,Cambodia,MTO,P48829,Sale,2026-06-26,2026-05-18,2026-05-18,193899.2,20.0
RS-F-99-041035,PEM107,Omni Channel,Actual,CTR-2026-02766,Cambodia,MTO,P51312,Sale,2026-08-24,2026-05-18,2026-05-18,129652.68,12.0
RS-F-99-041001,PEM107,Omni Channel,Actual,RS260155,Cambodia,MTO,P51313,Sale,2026-06-26,2026-05-18,2026-05-18,199157.6,20.0
RS-F-99-041002,PEM107,Omni Channel,Actual,RS260156,Cambodia,MTO,P51314,Sale,2026-06-26,2026-05-18,2026-05-18,199157.6,20.0
RS-F-99-041004,PEM107,Omni Channel,MPS,CTR-2026-02766,Cambodia,MTO,P51316,Sale,2026-09-25,2026-05-18,2026-05-18,322737.6,30.0
RS-F-99-041006,PEM107,Omni Channel,Actual,RS260159,Cambodia,MTO,P51318,Sale,2026-07-30,2026-05-18,2026-05-18,194330.34,18.0
RS-F-99-041007,PEM107,Omni Channel,MPS,CTR-2026-02766,Cambodia,MTO,P51319,Sale,2026-09-25,2026-05-18,2026-05-18,133895.04,12.0
RS-F-99-041008,PEM107,Omni Channel,MPS,CTR-2026-02766,Cambodia,MTO,P51320,Sale,2026-09-25,2026-05-18,2026-05-18,200842.56,18.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-05-28,2026-05-19,2026-05-19,18281.12,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT260094,Contractor,MTS,P46075,Sale,2026-05-28,2026-05-19,2026-05-19,26983.83,3.0
RS-F-99-070007,PEM107,Omni Channel,Actual,RS260167,Smart Shop,MTO,P46746,Sale,2026-06-17,2026-05-20,2026-05-20,3777.4,6.0
VT-F-99-010721,PEM107,Omni Channel,MPS,VT260037,private company,MTS,P45906,Sale,2026-10-09,2026-05-20,2026-05-20,18063.45,1.0
CT-F-99-020504,PEM107,Omni Channel,MPS,CT260087,private company,MTS,P46071,Sale,2026-10-09,2026-05-20,2026-05-20,21308.01,3.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT250308,Contractor,MTS,P46069,Sale,2026-05-21,2026-05-20,2026-05-20,22258.8,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-05-21,2026-05-20,2026-05-20,18400.45,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260116,Contractor,MTS,P46073,Sale,2026-06-30,2026-05-20,2026-05-20,22602.54,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-05-29,2026-05-20,2026-05-20,18281.12,1.0
CT-F-99-020527,PEM107,Omni Channel,Actual,CT260108,Contractor,MTS,P45922,Sale,2026-05-29,2026-05-20,2026-05-20,40057.47,3.0
CT-F-99-020706,PEM107,Omni Channel,Actual,CT260150,Contractor,MTO,P46095,Sale,2026-06-19,2026-05-20,2026-05-20,32233.83,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,,MTS,P45906,Sale,2026-06-26,2026-05-20,2026-05-20,18400.45,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260116,,MTS,P46073,Sale,2026-06-26,2026-05-20,2026-05-20,22602.55,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Inside Group,MTS,P45906,Sale,2026-05-29,2026-05-20,2026-05-20,19400.45,1.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT260024,Inside Group,MTS,P46074,Sale,2026-05-29,2026-05-20,2026-05-20,26983.83,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Smart Shop,MTS,P45906,Sale,2026-05-25,2026-05-21,2026-05-21,18281.12,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260086,Smart Shop,MTS,P46073,Sale,2026-05-25,2026-05-21,2026-05-21,22602.54,3.0
CT-F-99-020705,PEM107,Omni Channel,Actual,CT260151,Contractor,MTO,P46094,Sale,2026-06-16,2026-05-21,2026-05-21,30883.83,3.0
VT-F-99-010818,PEM107,Omni Channel,Actual,VT260073,Contractor,MTO,P51459,Sale,2026-06-16,2026-05-21,2026-05-21,28983.21,1.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260006,Smart Shop,MTS,P47174,Sale,2026-06-05,2026-05-21,2026-05-21,19425.44,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-06,2026-05-22,2026-05-22,36562.24,2.0
CT-F-99-020526,PEM107,Omni Channel,Actual,CT260105 ,Contractor,MTS,P45936,Sale,2026-06-06,2026-05-22,2026-05-22,115826.34,6.0
CT-F-99-020524,PEM107,Omni Channel,Actual,CT260066,Contractor,MTS,P45905,Sale,2026-06-30,2026-05-22,2026-05-22,52963.17,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-30,2026-05-22,2026-05-22,18063.45,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,End User,MTS,P45906,Sale,2026-05-26,2026-05-22,2026-05-22,18063.45,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260116,Contractor,MTS,P46073,Sale,2026-05-28,2026-05-22,2026-05-22,15068.36,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260036,Contractor,MTS,P47174,Sale,2026-05-28,2026-05-22,2026-05-22,19425.44,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-05,2026-05-25,2026-05-25,18281.12,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT260074,Contractor,MTS,P46075,Sale,2026-06-05,2026-05-25,2026-05-25,26983.83,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Smart Shop,MTS,P45906,Sale,2026-05-27,2026-05-25,2026-05-25,18400.45,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260087,Smart Shop,MTS,P46071,Sale,2026-05-27,2026-05-25,2026-05-25,21308.01,3.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260116,Contractor,MTS,P46073,Sale,2026-05-27,2026-05-25,2026-05-25,23083.83,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-05-29,2026-05-26,2026-05-26,18400.45,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,,MTS,P45906,Sale,2026-06-12,2026-05-26,2026-05-26,18063.45,1.0
CT-F-99-020530,PEM107,Omni Channel,Actual,VT260037,,MTS,P45966,Sale,2026-06-12,2026-05-26,2026-05-26,57163.17,3.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260086,,MTS,P46073,Sale,2026-06-19,2026-05-26,2026-05-26,22602.54,3.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260049,Smart Shop,MTS,P47174,Sale,2026-05-26,2026-05-26,2026-05-26,9712.72,1.0
VT-F-99-010715,PEM107,Omni Channel,Actual,VT260051,Contractor,MTS,P46029,Sale,2026-06-12,2026-05-26,2026-05-26,24975.53,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260087,Contractor,MTS,P46071,Sale,2026-06-12,2026-05-26,2026-05-26,21308.01,3.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260087,Smart Shop,MTS,P46071,Sale,2026-06-05,2026-05-26,2026-05-26,21308.01,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Smart Shop,MTS,P45906,Sale,2026-06-05,2026-05-26,2026-05-26,18400.45,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260087,Contractor,MTS,P46071,Sale,2026-06-04,2026-05-26,2026-05-26,21308.01,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-04,2026-05-26,2026-05-26,18400.45,1.0
CT-F-99-020503,PEM107,Omni Channel,Actual,CT260065,Contractor,MTS,P46070,Sale,2026-06-04,2026-05-26,2026-05-26,22558.8,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-04,2026-05-26,2026-05-26,18400.45,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT260094,Smart Shop,MTS,P46075,Sale,2026-06-25,2026-05-27,2026-05-27,26983.83,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Smart Shop,MTS,P45906,Sale,2026-06-25,2026-05-27,2026-05-27,18400.45,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260116,Contractor,MTS,P46073,Sale,2026-06-03,2026-05-26,2026-05-26,22602.55,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-19,2026-04-24,2026-04-24,18400.45,1.0
CT-F-99-020510,PEM107,Omni Channel,Actual,CT250253,Smart Shop,MTS,P46076,Sale,2026-06-10,2026-05-27,2026-05-27,27883.83,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037 ,Smart Shop,MTS,P45906,Sale,2026-06-10,2026-05-27,2026-05-27,18400.45,1.0
RS-F-99-100001,PEM107,Omni Channel,MPS,RS260226,Contractor,MTO,P51328,Sale,2026-09-30,2026-04-24,2026-04-24,41114.52,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,End User,MTS,P45906,Sale,2026-06-11,2026-05-27,2026-05-27,55201.35,3.0
CT-F-99-020527,PEM107,Omni Channel,Actual,CT260108,End User,MTS,P45922,Sale,2026-06-11,2026-05-27,2026-05-27,80541.6,6.0
CT-F-99-020531,PEM107,Omni Channel,Actual,CT260006,End User,MTS,P46162,Sale,2026-06-11,2026-05-27,2026-05-27,52363.17,3.0
CT-F-99-020504,PEM107,Tendering,Actual,CT260053,Inside Group,MTO,P46071,Sale,2026-06-25,2026-05-27,2026-05-27,4000000.0,500.0
RS-F-99-070005,PEM107,Tendering,Actual,RS260037,Inside Group,MTO,P46105,Sale,2026-06-25,2026-05-27,2026-05-27,900000.0,2000.0
CT-F-99-020504,PEM107,Tendering,Actual,CT260054,Inside Group,MTO,P46071,Sale,2026-07-24,2026-05-27,2026-05-27,4000000.0,500.0
CT-F-99-020504,PEM107,Tendering,Actual,CT260054,Inside Group,MTO,P46071,Sale,2026-08-24,2026-05-27,2026-05-27,1824000.0,228.0
RS-F-99-070005,PEM107,Tendering,Actual,RS260038,Inside Group,MTO,P46105,Sale,2026-07-24,2026-05-27,2026-05-27,900000.0,2000.0
RS-F-99-070005,PEM107,Tendering,Actual,RS260039,Inside Group,MTO,P46105,Sale,2026-08-24,2026-05-27,2026-05-27,900000.0,2000.0
RS-F-99-070005,PEM107,Tendering,Actual,RS260039,Inside Group,MTO,P46105,Sale,2026-09-18,2026-05-27,2026-05-27,936900.0,2082.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT260072,Smart Shop,MTS,P46072,Sale,2026-06-05,2026-05-28,2026-05-28,23083.83,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Smart Shop,MTS,P45906,Sale,2026-06-05,2026-05-28,2026-05-28,18400.45,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,,MTS,P45906,Sale,2026-06-04,2026-05-28,2026-05-28,18063.45,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,,MTS,P45906,Sale,2026-06-04,2026-05-28,2026-05-28,18063.45,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037 ,,MTS,P45906,Sale,2026-06-04,2026-05-28,2026-05-28,18400.45,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT260094,,MTS,P46075,Sale,2026-06-04,2026-05-28,2026-05-28,26983.83,3.0
CT-F-99-020528,PEM107,Omni Channel,Actual,CT260111,,MTS,P45962,Sale,2026-06-04,2026-05-28,2026-05-28,55963.17,3.0
RS-F-99-090033,PEM107,Omni Channel,Actual,RS260181,Contractor,MTO,P47712,Sale,2026-07-02,2026-05-28,2026-05-28,10500.0,3.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260036,Smart Shop,MTS,P47174,Sale,2026-06-24,2026-05-29,2026-05-29,58276.32,6.0
CT-F-99-020524,PEM107,Omni Channel,Actual,CT260149,Metropolitan Electricity Authority (MEA),MTS,P45905,Sale,2026-07-10,2026-05-29,2026-05-29,52963.17,3.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT260094,,MTS,P46075,Sale,2026-06-19,2026-05-29,2026-05-29,26983.83,3.0
VT-F-99-010820,PCE101,Total Customer Solution,Actual,J26091,การไฟฟ้าส่วนภูมิภาค เขต 2 (ภาคใต้),MTS,P15684,Sale,2026-06-30,2026-05-29,2026-05-29,55000.0,1.0
CT-F-99-020706,PEM107,Omni Channel,Actual,CT260153,Contractor,MTO,P46095,Sale,2026-06-26,2026-05-29,2026-05-29,32233.83,3.0
VT-F-99-010818,PEM107,Omni Channel,Actual,VT260075,Contractor,MTO,P51459,Sale,2026-06-26,2026-05-29,2026-05-29,28983.21,1.0
VT-F-99-010820,PEM102,Omni Channel,Actual,SS260092,,MTS,P53206,Sale,2026-06-10,2026-05-29,2026-05-29,31400.55,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,End User,MTS,P45906,Sale,2026-06-12,2026-05-29,2026-05-29,18400.45,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260114,End User,MTS,P46071,Sale,2026-06-12,2026-05-29,2026-05-29,21308.01,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,End User,MTS,P45906,Sale,2026-06-12,2026-05-29,2026-05-29,18400.45,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT260121,End User,MTS,P46075,Sale,2026-06-12,2026-05-29,2026-05-29,26983.83,3.0
CT-F-99-020530,PEM107,Omni Channel,Actual,CT260126,Contractor,MTS,P45966,Sale,2026-06-26,2026-06-04,2026-06-04,38108.78,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,private company,MTS,P45906,Sale,2026-06-19,2026-06-04,2026-06-04,18400.45,1.0
CT-F-99-020528,PEM107,Omni Channel,Actual,CT260111,private company,MTS,P45962,Sale,2026-06-19,2026-06-04,2026-06-04,55963.17,3.0
RS-F-99-090026,PEM107,Omni Channel,Actual,RS260187,Contractor,MTO,P47270,Sale,2026-06-26,2026-06-04,2026-06-04,8550.54,3.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT260072,Smart Shop,MTS,P46072,Sale,2026-06-05,2026-06-04,2026-06-04,23083.83,3.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT260074,,MTS,P46075,Sale,2026-06-09,2026-06-04,2026-06-04,8994.61,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-15,2026-06-05,2026-06-05,18400.45,1.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260114,Contractor,MTS,P46071,Sale,2026-06-15,2026-06-05,2026-06-05,21308.01,3.0
CT-F-99-020528,PEM107,Omni Channel,Actual,CT260111,Contractor,MTS,P45962,Sale,2026-08-15,2026-04-20,2026-04-20,55963.17,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037 ,Contractor,MTS,P45906,Sale,2026-06-26,2026-06-05,2026-06-05,18400.45,1.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT260121,Contractor,MTS,P46075,Sale,2026-06-26,2026-06-05,2026-06-05,26983.83,3.0
RS-F-99-100001,PEM107,Omni Channel,Actual,RS250234,Contractor,MTO,P51328,Sale,2026-07-03,2026-06-08,2026-06-08,41114.52,3.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260114,Smart Shop,MTS,P46071,Sale,2026-06-10,2026-06-08,2026-06-08,21308.01,3.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260116,Contractor,MTS,P46073,Sale,2026-06-30,2026-06-08,2026-06-08,22075.97,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-30,2026-06-08,2026-06-08,18400.45,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260050,Contractor,MTS,P45906,Sale,2026-06-12,2026-06-08,2026-06-08,18400.45,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260050,End User,MTS,P45906,Sale,2026-06-15,2026-06-08,2026-06-08,18400.45,1.0
CT-F-99-020530,PEM107,Omni Channel,Actual,CT260106,End User,MTS,P45966,Sale,2026-06-15,2026-06-08,2026-06-08,57163.17,3.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT260039,,MTS,P46038,Sale,2026-07-08,2026-06-09,2026-06-09,29983.21,1.0
CT-F-99-020714,PEM107,Omni Channel,Actual,CT260162,,MTS,P46482,Sale,2026-07-08,2026-06-09,2026-06-09,55723.17,3.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260036,End User,MTS,P47174,Sale,2026-06-15,2026-06-09,2026-06-09,19425.44,2.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260114,End User,MTS,P46071,Sale,2026-06-15,2026-06-09,2026-06-09,14205.34,2.0
VT-F-99-010701,PEM107,Omni Channel,Actual,VT260056,Smart Shop,MTS,P46255,Sale,2026-06-19,2026-06-10,2026-06-10,24975.53,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260116 ,Smart Shop,MTS,P46073,Sale,2026-06-25,2026-06-10,2026-06-10,22075.97,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037 ,Smart Shop,MTS,P45906,Sale,2026-06-25,2026-06-10,2026-06-10,18400.45,1.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260036,Smart Shop,MTS,P47174,Sale,2026-07-02,2026-06-11,2026-06-11,19425.44,2.0
CT-F-99-020508,PEM107,Omni Channel,Actual,CT260094,Smart Shop,MTS,P46075,Sale,2026-07-02,2026-06-11,2026-06-11,17989.22,2.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CTR-2026-03322,Contractor,MTS,P46074,Sale,2026-07-10,2026-06-12,2026-06-12,23983.83,3.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260116,Contractor,MTS,P46073,Sale,2026-06-19,2026-06-12,2026-06-12,7462.24,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-19,2026-06-12,2026-06-12,18400.45,1.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT260045,Contractor,MTS,P46069,Sale,2026-06-15,2026-06-12,2026-06-12,14839.2,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260036,Contractor,MTS,P47174,Sale,2026-06-15,2026-06-12,2026-06-12,19425.44,2.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260114,Contractor,MTS,P46071,Sale,2026-06-15,2026-06-12,2026-06-12,21308.01,3.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260114,Contractor,MTS,P46071,Sale,2026-06-25,2026-06-12,2026-06-12,42616.02,6.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-25,2026-06-12,2026-06-12,36800.9,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-12,2026-06-12,2026-06-12,18400.45,1.0
CT-F-99-020526,PEM107,Omni Channel,Actual,CTR-2026-03357,Contractor,MTS,P45936,Sale,2026-06-12,2026-06-12,2026-06-12,57913.17,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-06-17,2026-06-15,2026-06-15,18400.45,1.0
CT-F-99-020527,PEM107,Omni Channel,Actual,CT260095,Contractor,MTS,P45922,Sale,2026-06-17,2026-06-15,2026-06-15,40270.8,3.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT260045,Contractor,MTS,P46069,Sale,2026-07-31,2026-06-15,2026-06-15,22258.8,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-07-31,2026-06-15,2026-06-15,18400.45,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037 ,Contractor,MTS,P45906,Sale,2026-06-19,2026-06-16,2026-06-16,18400.45,1.0
CT-F-99-020527,PEM107,Omni Channel,Actual,CT260124,Contractor,MTS,P46935,Sale,2026-06-19,2026-06-16,2026-06-16,52963.17,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,private company,MTS,P45906,Sale,2026-07-17,2026-06-17,2026-06-17,18400.45,1.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260141,private company,MTS,P46073,Sale,2026-07-17,2026-06-17,2026-06-17,22386.72,3.0
CT-F-99-020506,PEM107,Omni Channel,Actual,CT260023,Smart Shop,MTS,P46073,Sale,2026-06-18,2026-06-17,2026-06-17,14924.49,2.0
VT-F-99-010715,PEM107,Omni Channel,Actual,VT260051,Contractor,MTS,P46029,Sale,2026-08-28,2026-06-17,2026-06-17,24975.53,1.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT260072 ,Contractor,MTS,P46072,Sale,2026-08-28,2026-06-17,2026-06-17,23083.83,3.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260036,Smart Shop,MTS,P47174,Sale,2026-06-29,2026-06-17,2026-06-17,19425.44,2.0
CT-F-99-020506,PEM107,Omni Channel,Actual,"CT260023,CT260116",Smart Shop,MTS,P46073,Sale,2026-06-29,2026-06-17,2026-06-17,14924.49,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260036,Smart Shop,MTS,P47174,Sale,2026-06-23,2026-06-18,2026-06-18,16029.16,2.0
VT-F-99-010303,PEM107,Omni Channel,Actual,VT260024,Smart Shop,MTS,P51638,Sale,2026-06-23,2026-06-18,2026-06-18,9788.03,1.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,Contractor,MTS,P45906,Sale,2026-07-03,2026-06-18,2026-06-18,18400.45,1.0
CT-F-99-020505,PEM107,Omni Channel,Actual,CT260072,Contractor,MTS,P46072,Sale,2026-07-03,2026-06-18,2026-06-18,20431.74,3.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT250018,Contractor,MTS,P46038,Sale,2026-07-15,2026-06-18,2026-06-18,22479.04,1.0
CT-F-99-020704,PEM107,Omni Channel,Actual,CT260167,Contractor,MTO,P46093,Sale,2026-07-15,2026-06-18,2026-06-18,22902.27,3.0
VT-F-99-010616,PEM107,Omni Channel,MPS,CTR-2026-03503,Foreign Industry,MTO,P51700,Sale,2027-03-25,2026-06-19,2026-06-19,63375.21,9.0
VT-F-99-010616,PEM107,Omni Channel,MPS,CTR-2026-03503,Foreign Industry,MTO,P51700,Sale,2027-02-25,2026-06-19,2026-06-19,126750.42,18.0
VT-F-99-010616,PEM107,Omni Channel,MPS,VT260083,Foreign Industry,MTO,P51700,Sale,2027-01-25,2026-06-19,2026-06-19,126750.42,18.0
VT-F-99-010819,PEM107,Omni Channel,Actual,VT260039,Contractor,MTS,P46038,Sale,2026-07-08,2026-06-19,2026-06-19,22479.04,1.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT260045,Contractor,MTS,P46069,Sale,2026-06-26,2026-06-19,2026-06-19,13420.46,2.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260036,Contractor,MTS,P47174,Sale,2026-06-26,2026-06-19,2026-06-19,16528.06,2.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260037,,MTS,P45906,Sale,2026-06-23,2026-06-22,2026-06-22,18063.45,1.0
CT-F-99-020507,PEM107,Omni Channel,Actual,CT260024,,MTS,P46074,Sale,2026-06-23,2026-06-22,2026-06-22,22527.27,3.0
CT-F-99-020524,PEM107,Omni Channel,Actual,"CT260014, CT260125",Contractor,MTS,P45905,Sale,2026-07-31,2026-06-22,2026-06-22,40582.05,3.0
CT-F-99-020504,PEM107,Omni Channel,Actual,CT260114,Contractor,MTS,P46071,Sale,2026-06-25,2026-06-22,2026-06-22,21180.78,3.0
VT-F-99-010721,PEM107,Omni Channel,Actual,VT260050,Contractor,MTS,P45906,Sale,2026-06-25,2026-06-22,2026-06-22,18400.45,1.0
VT-F-99-010203,PEM107,Omni Channel,Actual,VT260036,Smart Shop,MTS,P47174,Sale,2026-06-26,2026-06-22,2026-06-22,16029.16,2.0
CT-F-99-020502,PEM107,Omni Channel,Actual,CT260045,Smart Shop,MTS,P46069,Sale,2026-06-26,2026-06-22,2026-06-22,13978.44,2.0
